,Year,Kilometers_Driven,Owner_Type,Seats,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
5412,2017,38271,1,5.0,15.29,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1192,2009,32000,1,4.0,16.1,796.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2661,2014,45001,2,5.0,20.0,1399.0,68.05,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2827,2015,26000,1,5.0,14.47,2993.0,301.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5692,2015,57000,1,5.0,22.77,1498.0,98.59,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1411,2017,13460,1,5.0,18.6,1197.0,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3311,2015,42000,1,5.0,17.68,1968.0,174.33,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3700,2014,30000,1,5.0,14.21,2143.0,203.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5694,2014,56549,1,5.0,22.7,1498.0,89.84,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2655,2009,90000,2,5.0,19.3,1248.0,73.9,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2458,2007,84169,1,5.0,14.0,1061.0,64.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4318,2017,12000,1,5.0,22.7,799.0,53.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
705,2010,67714,1,5.0,18.5,1197.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4820,2009,138205,2,7.0,11.5,2982.0,171.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5062,2014,79000,1,5.0,24.0,1120.0,70.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5796,2018,1000,1,5.0,25.17,799.0,53.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4563,2010,65100,1,5.0,17.0,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
764,2013,26875,1,8.0,16.8,796.0,34.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1236,2018,10600,1,4.0,33.44,796.0,40.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5657,2014,48425,1,5.0,23.08,1461.0,63.12,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1521,2014,36000,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
950,2014,33855,1,5.0,15.0,1598.0,103.6,0,0,0,0,0,0,1,0,0,0,0,0,1,1
786,2013,39929,1,7.0,20.77,1248.0,88.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5002,2013,58000,1,5.0,10.0,2148.0,170.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5405,2015,68310,1,5.0,23.4,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
748,2013,94000,1,8.0,12.8,2494.0,102.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1941,2012,71360,1,5.0,21.9,1396.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2974,2010,102016,1,5.0,15.6,1196.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4719,2011,89000,1,5.0,22.69,1995.0,190.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3505,2008,60000,1,5.0,19.81,1086.0,68.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4042,2011,40496,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5625,2011,83000,1,8.0,12.05,2179.0,120.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3074,2014,16810,1,4.0,25.4,624.0,37.5,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1075,2013,58500,2,5.0,17.09,1995.0,218.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3516,2017,35000,1,5.0,21.38,1396.0,88.7,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4197,2013,44000,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5120,2017,33901,1,8.0,12.8,2494.0,102.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
622,2013,25000,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2551,2015,66337,1,5.0,24.0,1120.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4556,2016,100000,1,5.0,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1871,2012,88000,1,5.0,19.1,1197.0,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5724,2013,49106,1,5.0,15.04,1598.0,103.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3054,2014,81000,1,5.0,13.0,2143.0,204.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
758,2016,21000,1,5.0,15.8,1591.0,121.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2675,2017,60000,1,5.0,21.1,814.0,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5264,2013,52000,1,4.0,13.6,1598.0,181.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3769,2011,36000,1,5.0,17.6,1496.0,88.7,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5258,2012,82103,1,7.0,15.1,2179.0,140.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
383,2014,85000,1,5.0,13.49,2179.0,138.03,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1414,2010,93000,1,5.0,14.28,1798.0,138.03,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3982,2015,62542,2,5.0,23.9,1582.0,126.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2091,2010,78000,2,7.0,11.4,2953.0,153.86,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5491,2010,118000,1,8.0,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2008,2015,75863,1,5.0,19.01,1461.0,108.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5370,2012,72389,1,5.0,26.2,998.0,58.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2109,2008,117080,3,5.0,17.8,1399.0,68.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3711,2012,105000,2,7.0,20.77,1248.0,88.76,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2097,2016,67472,1,7.0,16.0,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5126,2014,56002,1,5.0,26.0,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5730,2017,21248,1,5.0,24.3,1248.0,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
624,2014,69330,1,5.0,16.07,1995.0,181.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3370,2010,26966,1,5.0,20.36,1197.0,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2203,2016,121362,1,7.0,13.68,2393.0,147.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4840,2012,25000,1,5.0,18.4,1198.0,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
136,2014,44965,1,5.0,19.27,2143.0,170.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4669,2009,53000,1,5.0,14.49,2993.0,258.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4899,2014,29000,1,5.0,17.11,1968.0,174.33,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3042,2009,60510,2,5.0,16.95,1197.0,78.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0
506,2017,41041,1,5.0,17.68,1968.0,174.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0
719,2015,63000,1,5.0,25.2,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5668,2012,32910,1,5.0,16.98,998.0,66.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1208,2017,52383,1,5.0,19.67,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
308,2011,60000,1,5.0,11.7,2354.0,177.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5531,2014,45155,1,5.0,23.59,1364.0,67.04,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2623,2015,51000,1,5.0,15.17,1968.0,181.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3497,2014,54569,1,7.0,20.77,1248.0,88.76,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2937,2018,2971,1,4.0,13.6,1598.0,181.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2040,2011,32531,2,5.0,13.73,1995.0,148.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4612,2016,32198,1,5.0,16.5,1198.0,86.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5586,2013,120000,1,5.0,20.0,1968.0,138.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5798,2015,64000,1,5.0,18.88,999.0,123.24,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3946,2016,45000,1,5.0,17.05,1995.0,184.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5416,2013,156000,1,5.0,19.87,1461.0,83.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2511,2013,90000,1,5.0,18.9,1197.0,82.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2814,2018,14000,1,5.0,21.5,1497.0,108.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5004,2012,39566,2,5.0,18.4,1198.0,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3447,2016,62000,1,7.0,12.51,2179.0,187.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5245,2009,71346,1,5.0,17.5,1298.0,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1530,2017,19234,1,7.0,17.5,1373.0,80.46,0,0,0,0,0,0,0,0,1,0,0,0,0,1
966,2008,93000,1,5.0,0.0,1086.0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
603,2011,54316,2,5.0,12.8,2354.0,177.6,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5805,2014,48094,1,5.0,17.0,1497.0,118.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4490,2014,61297,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2883,2017,55389,1,5.0,18.88,1995.0,184.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4124,2012,63000,1,5.0,0.0,2987.0,165.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5607,2009,42000,1,5.0,17.92,1086.0,62.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5161,2011,25000,1,2.0,10.37,2979.0,306.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3328,2015,19000,1,5.0,21.1,814.0,55.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2409,2017,23106,1,5.0,17.9,2143.0,136.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5353,2016,79000,1,5.0,24.8,1396.0,88.7,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3649,2017,51612,1,5.0,18.6,1197.0,81.83,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1569,2016,40347,1,5.0,20.73,1373.0,91.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5305,2017,66507,2,5.0,19.0,1199.0,88.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1880,2016,55100,1,5.0,17.01,1582.0,126.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5027,2016,12500,1,5.0,25.17,799.0,53.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1025,2014,68462,1,5.0,26.59,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
652,2015,60000,1,5.0,26.59,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2687,2016,7000,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
231,2013,74000,1,5.0,25.44,936.0,57.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4869,2009,71499,1,5.0,17.0,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2121,2013,70961,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4555,2016,26000,1,5.0,16.05,1499.0,110.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5011,2015,25648,1,7.0,13.7,1399.0,98.82,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4066,2011,34000,1,5.0,18.9,998.0,67.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5169,2016,31075,2,7.0,12.07,2967.0,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
654,2013,17003,1,5.0,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1018,2013,44000,1,5.0,22.77,1498.0,98.59,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4416,2014,56838,1,5.0,16.8,1497.0,118.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1123,2014,62000,1,5.0,16.47,1198.0,74.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1316,2011,20842,1,5.0,0.0,1086.0,62.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3868,2008,44738,1,5.0,14.53,1798.0,138.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
442,2016,51002,1,7.0,11.33,4134.0,335.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1632,2014,67771,1,8.0,11.68,2498.0,112.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3329,2010,67000,2,5.0,22.69,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3166,2016,51000,1,5.0,17.01,1591.0,121.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3975,2018,26731,1,5.0,21.1,998.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
432,2013,61672,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3171,2016,31378,1,5.0,18.2,1199.0,88.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5167,2012,60000,1,5.0,22.07,1199.0,73.9,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4486,2009,66484,1,5.0,13.8,1299.0,70.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4810,2012,68350,1,7.0,12.55,2982.0,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2965,2017,49045,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1
435,2011,67000,2,5.0,18.5,1197.0,85.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
140,2014,38800,1,5.0,18.6,1199.0,76.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3860,2012,50297,1,5.0,16.95,1498.0,97.6,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1174,2016,90000,1,7.0,12.99,2494.0,100.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3539,2016,100000,1,5.0,25.83,1498.0,99.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4572,2011,55987,1,5.0,13.7,1997.0,153.86,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2169,2007,42000,3,5.0,18.2,998.0,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3315,2012,42600,1,5.0,23.0,1396.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4767,2010,62000,1,5.0,23.0,1396.0,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4049,2015,48200,1,5.0,15.29,1591.0,121.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
229,2018,14960,1,5.0,18.6,1197.0,81.83,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4537,2019,35188,1,5.0,22.77,1498.0,98.59,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4102,2012,63998,1,5.0,17.0,1497.0,118.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
523,2016,9000,1,5.0,18.0,1198.0,86.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4519,2018,37746,1,5.0,21.19,1396.0,88.73,0,0,0,0,0,0,1,0,0,0,1,0,0,1
870,2016,20487,1,5.0,22.7,799.0,53.64,1,0,0,0,0,0,0,0,0,0,0,0,1,1
793,2016,38000,1,5.0,22.69,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
312,2014,51495,1,5.0,17.68,1968.0,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2635,2017,20469,1,4.0,16.82,1998.0,189.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2741,2005,150000,1,5.0,13.1,1493.0,82.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4750,2008,50000,1,5.0,17.2,1396.0,53.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
884,2003,61495,3,5.0,17.3,993.0,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5527,2017,9000,1,5.0,18.6,1197.0,81.83,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2946,2015,39000,2,5.0,18.6,1197.0,81.83,1,0,0,0,0,0,0,0,0,0,0,0,1,1
532,2009,69690,1,5.0,17.7,1497.0,78.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2961,2011,36226,1,5.0,17.01,1591.0,121.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3730,2012,130000,1,5.0,19.64,1461.0,108.45,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4786,2012,69000,1,5.0,16.8,1497.0,116.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3125,2015,49133,1,5.0,19.4,1198.0,86.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4901,2016,29875,1,5.0,18.16,1196.0,86.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3338,2011,44000,1,5.0,18.06,1198.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2670,2012,83000,1,5.0,17.5,1197.0,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3082,2016,22000,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1233,2012,46004,1,5.0,20.92,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
192,2008,113000,1,5.0,17.5,1896.0,106.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1574,2012,128000,1,5.0,22.32,1582.0,126.32,0,1,0,0,0,0,0,0,0,0,1,0,0,1
42,2017,22033,1,6.0,25.32,1198.0,77.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2239,2014,55000,1,5.0,22.54,1396.0,88.73,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5632,2011,52000,1,5.0,15.5,1586.0,103.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4743,2016,46983,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2254,2012,67132,1,9.0,13.58,2499.0,78.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4094,2011,50000,1,8.0,11.79,2179.0,120.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3073,2019,12153,1,5.0,18.9,1197.0,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2090,2015,31412,1,5.0,21.1,814.0,55.2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4019,2013,28000,1,5.0,14.8,1595.0,120.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41,2014,19698,1,4.0,25.4,624.0,37.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1402,2016,10000,1,5.0,24.07,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2208,2014,64557,2,5.0,12.7,2179.0,187.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3833,2014,72100,1,5.0,22.7,1498.0,89.84,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1421,2004,98798,1,5.0,14.7,1599.0,104.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4812,2015,97000,1,5.0,27.3,1498.0,98.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4206,2014,81001,1,5.0,17.2,1968.0,138.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4081,2016,55001,2,5.0,16.93,1197.0,103.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5212,2017,50129,1,5.0,19.67,1582.0,126.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1932,2015,45000,1,5.0,21.66,1498.0,103.52,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5269,2015,16000,1,5.0,19.4,1198.0,86.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1512,2012,68776,1,5.0,21.1,1197.0,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3169,2018,8896,1,5.0,19.0,1194.0,94.68,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2783,2014,54000,1,5.0,20.34,1498.0,103.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
183,2012,62000,1,5.0,22.32,1582.0,126.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2628,2007,103515,3,7.0,12.6,1991.0,112.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3715,2011,112719,1,5.0,12.4,2698.0,179.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
215,2004,61000,2,5.0,18.9,998.0,67.1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3559,2012,11000,1,5.0,16.2,995.0,62.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5196,2007,75000,2,5.0,17.7,1497.0,78.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
728,2015,72007,1,7.0,15.1,2179.0,140.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1707,2011,110000,2,5.0,21.0,1461.0,64.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1684,2016,18000,1,5.0,19.1,1197.0,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
995,2014,52398,1,5.0,25.44,936.0,57.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3987,2015,35463,1,5.0,14.94,2967.0,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2893,2014,48000,2,5.0,9.0,1984.0,181.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5524,2016,41000,2,5.0,25.17,799.0,53.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1239,2017,17125,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5057,2012,79000,1,5.0,22.0,1582.0,126.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2799,2017,33550,1,5.0,21.5,1498.0,108.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4870,2014,50000,1,7.0,17.0,2200.0,139.01,0,1,0,0,0,0,0,0,0,0,1,0,0,1
896,2010,76000,2,5.0,11.3,2360.0,170.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2633,2016,40866,1,5.0,19.5,1199.0,86.76,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2731,2010,55000,2,5.0,19.81,1086.0,68.05,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4924,2015,42000,1,5.0,27.62,793.0,47.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2992,2012,80799,1,5.0,22.9,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5492,2010,60000,1,5.0,17.0,1497.0,118.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
830,2015,72996,1,5.0,22.32,1582.0,126.32,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5218,2010,79000,3,5.0,16.47,1198.0,73.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4437,2015,58000,1,5.0,20.34,1498.0,103.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2531,2010,74213,1,5.0,14.84,2143.0,170.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3792,2010,250000,2,7.0,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1437,2017,42527,1,5.0,20.4,1197.0,81.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2667,2012,78401,1,5.0,23.2,1248.0,73.94,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3206,2010,140000,3,7.0,12.8,2494.0,102.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5785,2015,49900,1,5.0,20.85,1197.0,83.14,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1584,2004,12000,2,4.0,16.1,796.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
376,2015,52516,1,5.0,18.0,1198.0,86.7,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4975,2010,82606,2,5.0,16.0,1198.0,90.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1843,2016,21771,1,5.0,18.7,1199.0,88.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2490,2008,85000,1,6.0,9.5,2835.0,118.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2917,2010,50000,1,5.0,20.36,1197.0,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
738,2017,28854,1,5.0,18.16,1196.0,86.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1142,2017,1800,1,5.0,16.05,1499.0,110.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0
538,2013,179000,1,5.0,23.59,1364.0,67.04,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2429,2011,70000,1,5.0,19.81,1086.0,68.05,0,0,0,0,0,1,0,0,0,0,0,0,1,1
404,2018,22397,1,5.0,11.5,2996.0,367.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
133,2015,31821,1,5.0,20.58,1995.0,143.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4306,2014,48997,2,5.0,18.0,1198.0,86.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1
503,2017,49275,1,5.0,12.7,2179.0,187.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1240,2015,90413,1,7.0,15.1,1196.0,73.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1894,2016,43000,1,5.0,27.3,1498.0,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3713,2014,30900,1,5.0,14.74,2993.0,270.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2340,2017,72524,2,5.0,17.9,2143.0,136.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1447,2013,57197,1,5.0,15.04,1598.0,103.6,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1232,2013,45000,1,5.0,17.32,1968.0,184.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2324,2014,25135,1,5.0,24.0,1120.0,70.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3401,2016,36891,1,5.0,17.8,1497.0,117.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2698,2013,55116,1,5.0,19.4,1198.0,86.8,1,0,0,0,0,0,0,0,0,0,0,0,1,1
796,2013,31000,1,5.0,17.68,1968.0,174.33,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4844,2014,74219,1,5.0,21.43,1364.0,87.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
